,studentID,admissionstest,AP,averageAP,SATsubject,GPA,GPA_w,program,schooltype,female,MinorityGender,MinorityRace,international,sports,collegeID,earlyAppl,alumni,outofstate,acceptStatus,name,acceptrate,size,public,finAidPct,instatePct
13927,XQBG4EPMTV,0.32316189792,2.0,-0.354087334475,0.323653673689,-0.917923575514,-0.85345748896,Business Economics,1.0,0.0,0.0,1.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13928,DURC0EK3OL,0.552382663007,3.0,-0.354087334475,0.323653673689,-0.528686323078,-0.905602056546,Business Management,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13929,4MWFKP7GNM,1.35465534081,5.0,0.783524511251,-0.440896777558,0.152478868686,-0.123433542766,Economics,0.0,1.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13930,Y91GKOYKGQ,-0.593721162424,0.0,,-0.440896777558,0.784989403896,0.0069278761976,international relations,,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13931,CZVSIGL2GL,0.552382663007,3.0,0.119917601244,0.323653673689,0.784989403896,1.7798431741,International Relations,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13933,28P8LQBR35,-0.364500397338,1.0,-1.77610214163,0.323653673689,0.784989403896,0.189433862746,Neuroscience,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13935,YX3I24AZ3K,0.437772280464,2.0,1.06792747268,0.323653673689,0.29844283835,0.345867565502,nursing,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13937,NI083J209U,-2.37018209184,1.0,1.06792747268,-0.440896777558,-1.64774342383,-1.87027655687,history,1.0,1.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13939,IS52Z6Y0GD,0.66699304555,7.0,-0.354087334475,-0.440896777558,0.541716121123,1.25839749825,Economics,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13940,GYRXU2IT87,0.380467089192,4.0,0.00141636731402,0.323653673689,-1.64774342383,-1.08810804309,Mathematics Religion,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13941,5P8PS06OXC,-1.33868864895,1.0,-1.77610214163,-0.440896777558,0.29844283835,0.345867565502,International Relations,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13942,PM5BPCC4BJ,-0.651026353696,1.0,-0.354087334475,0.323653673689,0.493061464568,,Pre Med,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13943,8AW15062E9,0.208551515377,7.0,1.06792747268,0.323653673689,0.784989403896,0.476228984466,International Relations,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13944,VWT4XVUIMS,0.0366359415628,1.0,1.06792747268,0.323653673689,0.541716121123,-0.175578110351,History,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13945,J84F18TXAL,-0.880247118782,3.0,-0.828092270194,0.323653673689,-1.64774342383,-1.21846946206,International Business,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13946,4Q8YOCH2KW,1.24004495827,5.0,-0.922893257338,1.08820412494,0.493061464568,,Economics,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13947,8EQLJLCUNL,1.41196053208,4.0,1.06792747268,0.323653673689,0.0551695555771,-0.175578110351,political science African American History,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13948,TYQIX1HA89,-3.458980726,4.0,-3.19811694879,0.323653673689,-1.59908876728,-1.19239717826,International Business,0.0,1.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13950,3AD2WDCDFS,-0.82294192751,6.0,-0.828092270194,0.323653673689,0.29844283835,-0.305939529314,Finance,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13951,FHJF98W2ZQ,-0.192584823523,2.0,-3.90912435237,0.323653673689,0.29844283835,-0.827385205168,Journalism,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13952,1CYVKA1Q72,0.380467089192,6.0,0.119917601244,-1.96999768005,0.784989403896,1.7798431741,,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13953,O9KOWRC0MT,0.0366359415628,2.0,-1.06509473805,0.323653673689,0.00651489902251,,Arabic,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13955,D2EC7I5HF7,-0.0779744409803,7.0,0.66163752778,-1.96999768005,0.784989403896,1.25839749825,,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13956,KMKULXXD6R,1.12543457572,6.0,0.119917601244,-0.440896777558,0.639025434232,0.450156700673,Economics,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13957,8FXGIG6YFK,-0.135279632252,1.0,-0.354087334475,-1.96999768005,-2.62083655492,-1.60955371895,Mechanical Engineer,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13960,WVKTEEIN9E,1.24004495827,6.0,1.06792747268,-1.2054472288,0.784989403896,0.450156700673,PPE,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13961,YEP484DVBL,0.32316189792,1.0,1.06792747268,0.323653673689,-0.674650292741,-1.08810804309,International relations,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13963,W1X71UZBM1,0.609687854278,6.0,-0.117084866616,1.08820412494,0.687680090787,1.414831201,Anthropology,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13965,ON6LJ0C4E6,0.953519001907,0.0,,-0.440896777558,0.152478868686,0.0330001599903,Chemistry,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13966,X8C8S8WLVF,-0.82294192751,1.0,-0.354087334475,-0.440896777558,-0.285413040305,,Biochemistry,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13967,OVBW8W24Q5,1.06812938445,0.0,,-1.96999768005,0.784989403896,,Undecided,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13968,84M93PL9CF,0.953519001907,3.0,0.593922536963,-0.440896777558,-2.13428998938,,Art History,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13969,GHW99ND8A6,-1.28138345768,7.0,-1.57295716918,1.08820412494,-0.431377009969,-1.27061402964,International Business and Mandarin,,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13970,LUM4EA8ZOJ,0.0366359415628,4.0,-0.354087334475,0.323653673689,0.784989403896,0.267650714124,International Affairs,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13971,NXASQX5TVU,0.437772280464,6.0,0.593922536963,0.323653673689,0.29844283835,-0.827385205168,Philosophy Politics and Economics,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13972,L8ELJL2KYS,1.12543457572,7.0,1.06792747268,0.323653673689,0.784989403896,0.371939849295,International Politics,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13974,WJW61ERNFA,0.724298236821,0.0,,1.85275457618,-0.285413040305,-1.40097544861,Computer Science,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13975,NCFLATPVPC,1.18273976699,0.0,,0.323653673689,0.29844283835,1.0498192279,Political Science,0.0,0.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13976,7W7TSZDJF9,0.0366359415628,5.0,-0.0696843730438,1.08820412494,-0.674650292741,,Classics,1.0,1.0,0.0,1.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13977,QT6S1TSE4K,-0.765636736239,4.0,-0.709591036265,0.323653673689,0.784989403896,-0.827385205168,History,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13978,AX0EFORZTN,-0.307195206066,0.0,,0.323653673689,0.00651489902251,-1.08810804309,spanish international relations,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13979,1V4BH7XG08,0.953519001907,7.0,0.458492555329,1.85275457618,0.103824212132,1.28446978204,Biology,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13980,NQ3KZN6BOK,-0.708331544967,3.0,0.119917601244,-0.440896777558,-1.64774342383,-1.60955371895,Political Science,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13981,384ZCNRGY4,-1.56790941404,0.0,,0.323653673689,0.29844283835,0.997674660319,Linguistics,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13983,MTL757OFEI,0.437772280464,5.0,1.06792747268,-1.96999768005,0.541716121123,0.450156700673,science,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13985,L7KQLJL0JR,0.0366359415628,0.0,,0.323653673689,-4.08047625156,-3.43461358443,Accouting,0.0,1.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13987,K82QK0J9SS,0.552382663007,3.0,-0.354087334475,-0.440896777558,-0.285413040305,-0.931674340338,Business Management,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13989,GU9GGDJAH6,-1.56790941404,3.0,0.119917601244,2.61730502743,-1.35581548451,-1.60955371895,Finance Political Science,0.0,0.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13990,QQAFHDOZBH,-0.651026353696,2.0,-0.354087334475,0.323653673689,0.784989403896,-0.0973612589731,English Liberal Arts,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13991,DSC936TJUI,0.896213810636,3.0,1.06792747268,0.323653673689,-0.188103727196,-1.08810804309,Political Science,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13992,ZPBJVIN3PA,-0.880247118782,7.0,-0.963522251828,0.323653673689,-0.188103727196,0.215506146539,Finance,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,1.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13993,O40W4FCU9V,0.609687854278,3.0,0.119917601244,1.08820412494,0.29844283835,-0.305939529314,English,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
13994,WP4NY9GZC8,-1.68251979658,5.0,-1.4916991802,-1.96999768005,0.201133525241,-0.801312921375,,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13995,BYKQ2FB3ZZ,0.32316189792,2.0,-1.06509473805,-0.440896777558,0.687680090787,0.789096389978,,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13996,U67325ZHZ5,-0.307195206066,1.0,1.06792747268,-0.440896777558,-0.577340979632,0.215506146539,International Relations,0.0,1.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
13998,5W57BX6K6J,1.18273976699,3.0,0.119917601244,0.323653673689,0.29844283835,1.7798431741,Economics,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14000,M3NGP174JA,-1.16677307514,3.0,1.06792747268,0.323653673689,-2.13428998938,-2.1309993948,International Relations,0.0,0.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14001,CXXCZLV9E1,-0.421805588609,6.0,-0.117084866616,-0.440896777558,0.784989403896,0.997674660319,International Relations,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14002,T7IPNQXMGC,0.495077471735,0.0,,-0.440896777558,-0.625995636187,,Biology,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14004,EHAJDL6H94,-0.192584823523,4.0,0.356920069103,0.323653673689,0.29844283835,-0.488445515863,International Relations,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14005,F4605LXR1P,1.24004495827,4.0,1.06792747268,0.323653673689,0.784989403896,0.736951822392,Undecided,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14006,TMU0RJC5MR,0.0939411328343,2.0,0.356920069103,0.323653673689,-0.820614262405,,,1.0,1.0,0.0,0.0,1.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14007,W5QCFC1NRJ,0.0366359415628,1.0,1.06792747268,-0.440896777558,0.784989403896,1.31054206583,Foreign Relations Economics,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14008,56BGGSU9A7,-1.0521626926,1.0,-0.354087334475,0.323653673689,0.29844283835,-0.723096069997,Political Science,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14010,FLVO72C1R0,-0.364500397338,1.0,-1.77610214163,-0.440896777558,0.29844283835,0.0851447275756,International Relations,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14011,XEILXGCOYU,1.24004495827,7.0,1.06792747268,1.08820412494,0.784989403896,-0.0452166913877,Economics,0.0,1.0,0.0,1.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14012,X651VNS7QX,0.66699304555,2.0,0.356920069103,1.08820412494,0.687680090787,1.70162632272,Economics,0.0,1.0,0.0,1.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14013,5225G2LQOF,0.151246324106,4.0,0.00141636731402,0.323653673689,0.784989403896,0.81516867377,Biophysics,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14014,71I54F58IR,0.380467089192,4.0,1.06792747268,1.85275457618,0.784989403896,-0.644879218619,International Political Economy,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14016,EVXLTMEM6J,0.208551515377,2.0,1.06792747268,-1.96999768005,-0.382722353414,1.25839749825,Mathematics,1.0,0.0,0.0,0.0,0.0,1.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14017,40RJU0TBXM,0.609687854278,5.0,0.499121549819,-0.440896777558,0.687680090787,1.20625293066,International Relations,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14019,UWQ5OLKO6Y,0.724298236821,2.0,1.06792747268,0.323653673689,0.0551695555771,1.18018064687,Biochemistry,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14020,XQ34X0X1C6,-0.82294192751,0.0,,-1.96999768005,0.493061464568,0.81516867377,International Business Finance,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14021,OXUJNH6PRZ,-0.651026353696,0.0,,0.323653673689,-3.10738312047,-2.39172223273,Political Science,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,1.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14022,6W5T71AY5X,-2.02635094421,0.0,,-1.96999768005,-2.52352724182,,International Relations,1.0,1.0,0.0,0.0,1.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14023,1VB5S6ARSB,0.437772280464,2.0,-0.354087334475,0.323653673689,-0.188103727196,-0.827385205168,English Communications,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14024,6WODVGKKH4,0.151246324106,2.0,1.06792747268,-1.2054472288,0.541716121123,0.0590724437829,Spanish History,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14027,NGX32H96C0,0.208551515377,7.0,1.06792747268,0.323653673689,0.152478868686,-0.0712889751804,,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14028,B5BALS9XER,-2.59940285693,2.0,-2.48710954521,-1.96999768005,-0.820614262405,-0.879529772753,,0.0,1.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14029,0I52QUXP2W,0.208551515377,2.0,-0.354087334475,0.323653673689,0.784989403896,-0.305939529314,Undecided,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14030,AO07OT6V99,-0.307195206066,5.0,-0.638490295907,1.85275457618,0.784989403896,-0.566662367241,,1.0,0.0,0.0,1.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14031,K7ESTGVFRK,-0.536415971153,2.0,-0.354087334475,1.08820412494,-1.16119685829,-0.827385205168,International Relations,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14032,VLFYAOKJMY,-0.135279632252,2.0,1.06792747268,1.08820412494,-0.334067696859,,Biology,1.0,1.0,0.0,1.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14034,4NDGB9H4S2,1.41196053208,0.0,,0.323653673689,-0.23675838375,,Political Science,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14036,9DWSN26YME,0.781603428093,4.0,0.356920069103,0.323653673689,0.784989403896,1.7798431741,Government,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14038,L5THF3NNBS,0.838908619364,2.0,0.356920069103,0.323653673689,-0.188103727196,0.215506146539,Finance,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,1.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14041,5N9UA7QTYH,0.781603428093,4.0,0.356920069103,1.08820412494,0.784989403896,1.02374694411,International Relations Business,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14042,IEYTO9IJ3Y,0.953519001907,3.0,-0.354087334475,1.85275457618,0.347097494905,1.54519261996,,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14043,BVK4GX82AX,-1.8544353704,0.0,,-0.440896777558,-1.06388754518,-1.81813198929,Biochemistry and Economics,1.0,0.0,0.0,0.0,1.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14044,FOV6BY83TW,-0.249890014795,0.0,,1.08820412494,0.0551695555771,0.658734971014,biology,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14045,VTP5E8C4JN,0.495077471735,7.0,0.458492555329,-1.96999768005,0.29844283835,0.997674660319,,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14046,X5ZQH0GG4Y,-1.62521460531,2.0,-1.77610214163,0.323653673689,0.736334747341,-0.305939529314,English,0.0,1.0,0.0,1.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14047,95YHR300OH,0.380467089192,2.0,1.06792747268,0.323653673689,0.784989403896,1.7798431741,international relations,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,1.0,Georgetown,0.174,17858,0,0.0,0
14048,EK2E5W55DE,-1.22407826641,2.0,-1.77610214163,-0.440896777558,-1.64774342383,-0.566662367241,International Business Finance,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14050,G1CZLAVOXM,0.265856706649,0.0,,-0.440896777558,-0.625995636187,0.0851447275756,,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14051,NU2RQZMMFQ,0.380467089192,0.0,,0.323653673689,-1.16119685829,-1.34883088102,Environmental Science,1.0,1.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14052,QWOWZBUU5Y,-0.479110779881,2.0,-1.06509473805,1.85275457618,0.29844283835,0.215506146539,Biological Sciences Pre Med,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14054,J2V6UIF7CU,-0.651026353696,4.0,-0.354087334475,0.323653673689,-0.285413040305,-0.566662367241,International Relations,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14055,019VBDFQCF,-0.135279632252,3.0,-0.354087334475,1.08820412494,0.444406808014,0.7108795386,Bio Environmental Engineering,0.0,1.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14056,6G23HKUTUI,0.0366359415628,6.0,-0.591089802335,1.08820412494,0.784989403896,-0.305939529314,Pre Med,1.0,0.0,0.0,0.0,0.0,0.0,Georgetown,0.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14057,YYI4PTK8ZG,-0.651026353696,2.0,1.06792747268,0.323653673689,-0.188103727196,-0.566662367241,,0.0,0.0,0.0,0.0,0.0,0.0,Georgetown,1.0,0.0,1.0,0.0,Georgetown,0.174,17858,0,0.0,0
14058,UPHYR4FOE1,0.552382663007,6.0,1.06792747268,0.323653673689,0.784989403896,,Physics,1.0,1.0,0.0,0.0,1.0,0.0,CarnegieMellon,0.0,0.0,1.0,0.0,CarnegieMellon,0.246,13285,0,0.0,0
14059,YJVLS6PFH4,0.380467089192,2.0,-0.354087334475,0.323653673689,0.784989403896,,undecided,1.0,1.0,0.0,0.0,0.0,0.0,CarnegieMellon,0.0,0.0,1.0,0.0,CarnegieMellon,0.246,13285,0,0.0,0
14060,CD41FAF6FI,0.0366359415628,7.0,-0.150942362024,0.323653673689,-0.674650292741,0.971602376526,Computer Science,1.0,0.0,0.0,1.0,0.0,0.0,CarnegieMellon,1.0,0.0,1.0,1.0,CarnegieMellon,0.246,13285,0,0.0,0
14063,XQ68G0A1W6,0.208551515377,4.0,0.00141636731402,0.323653673689,0.784989403896,-0.305939529314,Chemistry,0.0,0.0,0.0,0.0,1.0,0.0,CarnegieMellon,0.0,0.0,1.0,0.0,CarnegieMellon,0.246,13285,0,0.0,0
14064,QIMSG2C6RY,0.380467089192,4.0,0.356920069103,0.323653673689,-1.30716082795,-0.3580840969,Chemistry,0.0,0.0,0.0,0.0,0.0,1.0,CarnegieMellon,0.0,0.0,1.0,1.0,CarnegieMellon,0.246,13285,0,0.0,0
14066,QVYJQZ8DNK,-1.16677307514,0.0,,0.323653673689,-0.285413040305,,BioPhysics,0.0,0.0,0.0,0.0,0.0,0.0,CarnegieMellon,0.0,0.0,1.0,0.0,CarnegieMellon,0.246,13285,0,0.0,0
14067,38LACUT43X,0.838908619364,7.0,0.66163752778,-0.440896777558,0.103824212132,0.736951822392,Engineering,0.0,1.0,0.0,0.0,0.0,0.0,CarnegieMellon,0.0,0.0,1.0,1.0,CarnegieMellon,0.246,13285,0,0.0,0
14068,5R5M8Y8AK3,0.781603428093,5.0,0.783524511251,0.323653673689,-1.16119685829,-0.305939529314,Architecture,0.0,0.0,0.0,0.0,0.0,0.0,CarnegieMellon,0.0,0.0,1.0,1.0,CarnegieMellon,0.246,13285,0,0.0,0
14069,8OW25IMQ8Q,-0.0206692497087,2.0,-1.06509473805,0.323653673689,-0.771959605851,,Economics Int l Relations,0.0,1.0,0.0,0.0,0.0,0.0,CarnegieMellon,0.0,0.0,1.0,0.0,CarnegieMellon,0.246,13285,0,0.0,0
